Date,FTSE100_Value,SNP500_Value,EURO50_Value,Nikkei_Value,Total_Value,Description
2024-12-01,7795.945011383564,24591.05795784283,9041.73418812755,12470.157834354959,53898.894991708905,Equal Weights w/o Rebalancing
2024-12-01,12170.069743294105,13965.885273073496,11555.84881935276,11845.742846741994,49537.54668246236,Equal Weights with Rebalancing
2024-12-01,2078.918669702282,53485.551058308156,11076.124380456255,4156.719278118317,70797.31338658501,GDP Weights w/o Rebalancing
2024-12-01,3989.1129756795576,37345.426665966595,17398.590704972827,4852.708324531915,63585.838671150894,GDP Weights with Rebalancing
