,FTSE100_Price,SNP500_Price_GBP,EURO50_Price_GBP,Nikkei_Price_GBP
2014-05-01,1.4105673380307522,1.8304372660398553,1.2781761540434275,1.471227836325433
2014-06-01,1.389841127215697,1.8265721093442493,1.2510959584986698,1.4992715800044307
2014-07-01,1.386990938336586,1.8224196283484169,1.1960925378131368,1.5427513030192344
2014-08-01,1.4054646137612805,1.9239394691570761,1.2154099878832196,1.5305168379610812
2014-09-01,1.3648592113859173,1.9390544124279439,1.2169266075635716,1.5593501055153898
2014-10-01,1.3491450463799715,2.010746005350484,1.1801754288547728,1.5656264127988784
2014-11-01,1.3854473436363297,2.1058929204841994,1.2523329058194523,1.6118200733069314
2014-12-01,1.353188481362485,2.107247545436154,1.183279799116086,1.6046982984971627
2015-01-01,1.3909663644738277,2.110216066343329,1.2154224927389357,1.7116309168119779
2015-02-01,1.4316191669534715,2.1733774100256302,1.2637225688855798,1.7463056548973523
2015-03-01,1.3958382708441956,2.224578737427868,1.296297381470574,1.849513092398004
2015-04-01,1.4344982080699706,2.1654024796008997,1.2797028239029042,1.8261035385890658
2015-05-01,1.439403088425925,2.196855679282121,1.2422282661911597,1.8566989802243345
2015-06-01,1.3438918783012626,2.0931378450406464,1.1750191475064515,1.8021536756795895
2015-07-01,1.380019001259194,2.146534914852497,1.2259558218522333,1.8223385414409548
2015-08-01,1.2876217718983327,2.04898861941973,1.1567786573725907,1.7409747101323159
2015-09-01,1.2492215048090496,2.0229681319201624,1.1090135196124336,1.6436614561035208
2015-10-01,1.3109405623301067,2.148409092539532,1.1805505987388885,1.7577452405976703
2015-11-01,1.3099101252805365,2.2025596955570825,1.1909825597329824,1.8263895155947343
2015-12-01,1.286463560654616,2.210544475005432,1.1731425155336177,1.8400071904751536
2016-01-01,1.253792523560943,2.170771407477765,1.1211329417099332,1.7409701972201028
2016-02-01,1.2565334861128,2.2132520143230123,1.1142291446680483,1.7518500226881475
2016-03-01,1.2725691474782113,2.2857530700879667,1.1526205616163387,1.776682384037681
2016-04-01,1.2863749430683529,2.2527421751037795,1.1492323059975569,1.8377320546500564
2016-05-01,1.284087372818307,2.309005020642616,1.14021675731817,1.8431366221253156
2016-06-01,1.3404605229261939,2.5131968562834874,1.1571118018762911,1.941330051267402
2016-07-01,1.3858203618482743,2.619670658725592,1.2233649894008407,2.1040598211677763
2016-08-01,1.3975838312061677,2.6341276559722338,1.2430472976794937,2.1308486014617554
2016-09-01,1.42186504984224,2.66336862274525,1.2588823263009865,2.144176559723461
2016-10-01,1.4331771877724218,2.7678882453066884,1.3263832735390855,2.3274574147820095
2016-11-01,1.3980537105007718,2.802537590254153,1.2506199725433507,2.1921250887786345
2016-12-01,1.472047334156309,2.8920928489679807,1.3574540666972124,2.271246252025014
2017-01-01,1.4630454360912635,2.8875045988946066,1.3424676680534269,2.3001147650464864
2017-02-01,1.4969035366660413,3.0435237058091222,1.3729912702649723,2.347193905911629
2017-03-01,1.5091616158077286,2.999775707537882,1.438152313143518,2.3178793748490447
2017-04-01,1.4846413357761559,2.9339249443182625,1.4496660349544273,2.2774130978683416
2017-05-01,1.549767018183092,2.9824993467728347,1.500818527139218,2.358882077116665
2017-06-01,1.5070595242266054,2.9651765355381876,1.461230474964749,2.345415688873557
2017-07-01,1.5192763858863096,2.9800167647025537,1.496477010045038,2.3443581914602625
2017-08-01,1.5313572298554707,3.0470547465741644,1.5256328692684025,2.368131260347947
2017-09-01,1.5194330123178443,2.997830925519668,1.534703010168258,2.315500524516865
2017-10-01,1.5442294494787017,3.090622540235047,1.5544028963332,2.5000179895362966
2017-11-01,1.5099344435949063,3.1200124348307257,1.5209524891311907,2.559217943972481
2017-12-01,1.5843526073148664,3.1532445869029666,1.5059116440269789,2.562159033552312
2018-01-01,1.552569806957923,3.1714783005029887,1.529332159384213,2.5545272796012917
2018-02-01,1.4904056006314517,3.1435712451235136,1.4753117996282938,2.5772086438183757
2018-03-01,1.4542784776735203,3.003063545332849,1.4305240175066025,2.4687242810432894
2018-04-01,1.5475721872675074,3.064841903083886,1.501580602769987,2.5580026043682027
2018-05-01,1.582380350801989,3.241906175057228,1.4495731383507675,2.629353837276277
2018-06-01,1.5738751233948367,3.2805731277250016,1.4542438929984132,2.615126995376794
2018-07-01,1.5969218784455237,3.419846425057906,1.520286366222442,2.63235789535561
2018-08-01,1.5317281871933162,3.567285465293032,1.470010669601194,2.722025695864236
2018-09-01,1.54775766593643,3.5644870385223086,1.466155926642469,2.7907703366915
2018-10-01,1.469011666608275,3.386268952953774,1.371729892883158,2.6061805628845787
2018-11-01,1.438539582178385,3.4485057382758275,1.3626538242468347,2.6462618016931305
2018-12-01,1.3865828852649562,3.1316127353710193,1.2997314062268694,2.4537349346157384
2019-01-01,1.436192246579464,3.2879239938508165,1.335504085665848,2.4943913521445924
2019-02-01,1.4580127815411628,3.346606735565194,1.3689524798296662,2.4813023164058157
2019-03-01,1.5001494133721875,3.466690005887414,1.3966555119089028,2.516123540329526
2019-04-01,1.5288017459725367,3.602507871008718,1.4640294203115227,2.6273155952211726
2019-05-01,1.475938264455486,3.471717181572282,1.405396255451924,2.5810856450348854
2019-06-01,1.5303288536799997,3.6936710952200356,1.5060230981600022,2.662702909799606
2019-07-01,1.5635398397876474,3.907034135045131,1.5287437246409636,2.7897541920941573
2019-08-01,1.4853090589842775,3.8368159691284607,1.4996156392430549,2.745954512691012
2019-09-01,1.5267388109992972,3.8600270345973655,1.5321561899858298,2.8070707643616815
2019-10-01,1.493799860272736,3.741319899890047,1.5035263482469654,2.8107681974528016
2019-11-01,1.514027339555799,3.8712045477045542,1.5273176577815326,2.8193992224761675
2019-12-01,1.5544019240320588,3.8809309638922804,1.533304899697525,2.813408393754737
2020-01-01,1.5015549295078015,3.894666857334071,1.481373634366961,2.779614211259561
2020-02-01,1.3561808705544367,3.6730515983300975,1.3864290628893037,2.615610813515733
2020-03-01,1.1689195455360435,3.317315372655138,1.1982775738227025,2.4278133695582764
2020-04-01,1.2161650842588374,3.6860954153257377,1.2331109363250738,2.5643092164058827
2020-05-01,1.2523107550836612,3.9301752976348467,1.3275881594616084,2.817191516966742
2020-06-01,1.2715057364430549,3.9851461594786173,1.4181098066193725,2.854350406783572
2020-07-01,1.215454082694634,3.9846662467519978,1.3833018160494022,2.6865042337700316
2020-08-01,1.229016695141077,4.172334935991708,1.4143640108177953,2.8007415394103057
2020-09-01,1.2089293552967555,4.148593357600384,1.4023789388020125,2.917542803313647
2020-10-01,1.1494051286912832,4.027042408990192,1.2888391243658488,2.907522898864853
2020-11-01,1.291382867129264,4.333113356395161,1.5140264145312232,3.261057385909042
2020-12-01,1.3314318334978597,4.377798178871214,1.5443168539429866,3.331611550731149
2021-01-01,1.3204968355278206,4.321346558254073,1.4930299254795103,3.3055738529421737
2021-02-01,1.3361532960589904,4.359972471197824,1.5256919674596119,3.343022252250136
2021-03-01,1.3835946178212026,4.594405961831765,1.6145331156140603,3.2775251071663685
2021-04-01,1.4363900904929816,4.823937509874132,1.6739796931787043,3.270977002371941
2021-05-01,1.447271505736443,4.7150190037691875,1.6822624577005265,3.1764052626105985
2021-06-01,1.4503339646477655,4.9533550368955765,1.6868996270068801,3.212303356377715
2021-07-01,1.44926849273851,5.039408038289076,1.6903450602709327,3.0660480186340258
2021-08-01,1.4672805323649971,5.240298837678111,1.7439676045526527,3.1811815111383956
2021-09-01,1.4604219433630579,5.096089252113483,1.684676143275344,3.366867144855833
2021-10-01,1.491572055371565,5.361083532888453,1.7376547371235775,3.172563341570697
2021-11-01,1.4548637659176762,5.473669963331597,1.6767439786275953,3.1685055469525563
2021-12-01,1.5218607220066318,5.614374539971046,1.7515896141061524,3.1688803067613875
2022-01-01,1.5383126799400697,5.351536442901887,1.6880034663539465,2.9894920183513665
2022-02-01,1.5370514249913958,5.194866232308463,1.5882863745380285,2.945981994011636
2022-03-01,1.548887024942759,5.497706637792352,1.5915942606844875,2.9829012620784834
2022-04-01,1.5548367684669775,5.23810984833811,1.5437671434299607,2.8191390940668084
2022-05-01,1.5678429449066527,5.226531225852714,1.5626305742126163,2.8832002875816953
2022-06-01,1.4774983461485354,4.955081594011386,1.4399726589801767,2.7369836245697696
2022-07-01,1.5298754613781889,5.411179713115701,1.5078133380105294,2.940260306835712
2022-08-01,1.5011716069253611,5.423644320478747,1.473470821723996,2.9815153061011257
2022-09-01,1.4207274473395146,5.120025344735754,1.4103296851917562,2.7515307767576997
2022-10-01,1.4620933122574606,5.380782361288268,1.5091785139755076,2.7719177090207117
2022-11-01,1.5607102596495277,5.394221953438573,1.6565122348914114,2.880269410694768
2022-12-01,1.5357097959528552,5.058366066431011,1.6247051235000116,2.819223195066477
2023-01-01,1.6016495236289519,5.2745499986210085,1.7774480848116148,2.9224053185931718
2023-02-01,1.6232021449577623,5.264036500691966,1.8053320913002304,2.8724840250038395
2023-03-01,1.5728055297373826,5.310321062546721,1.8358999973008245,2.9343728925607113
2023-04-01,1.622025385847153,5.2903654644576665,1.8515645389721898,2.8890311683722154
2023-05-01,1.5345557064573367,5.355473343788156,1.754590798848134,3.054281441923431
2023-06-01,1.5521535103898967,5.582926566107147,1.8288375770140437,3.102000568951519
2023-07-01,1.5867514647662657,5.69824674307073,1.8545311742258888,3.1129416894379407
2023-08-01,1.5331110337138394,5.668437048589738,1.7795744148746029,3.030856126871468
2023-09-01,1.5679295016188164,5.602825097888422,1.7513034973125559,2.9966783588406236
2023-10-01,1.5089143109158318,5.500402713152528,1.7111456633219697,2.8693950344996355
2023-11-01,1.5361240316467826,5.767366317200097,1.8295681311882375,3.068402059608534
2023-12-01,1.5937234018436577,5.972265037895147,1.8977444457178299,3.1942748324291412
2024-01-01,1.5725644074677831,6.0880560820431,1.9187523442458054,3.337393099492847
2024-02-01,1.5724510593923307,6.434619716571947,2.020753417958828,3.5458164419593703
2024-03-01,1.6389348578306002,6.634213671522468,2.103980387098199,3.6208325899570006
2024-04-01,1.678402657703238,6.426368098409887,2.034464197835145,3.3406509135505984
2024-05-01,1.7054516302544558,6.601196240281104,2.0525586950012578,3.291050786880011
2024-06-01,1.6825223450274198,6.884030032985779,2.007577924162388,3.3358315111570813
2024-07-01,1.7245353244124961,6.847518430252477,1.9868960453291376,3.4769663304986214
2024-08-01,1.7263179805082525,6.856201800085226,2.0194094924520996,3.4511687184391286
2024-09-01,1.6975316910914595,6.866063245780964,2.0151565495225863,3.3828909740446362
2024-10-01,1.6713895031438635,7.050971232019116,1.9721617815347512,3.41683855200339
2024-11-01,1.7079081921806312,7.548285104523521,1.9312636308369093,3.433521778193013
2024-12-01,1.6843565229756547,7.491861754015773,1.9505058818000216,3.4763150061581314
